PROJECT REFERENCE NUMBER|DESCRIPTION|ARCHITECT|TOP NUMBER|DATE ISSUED|FLOOR AREA|COST|RESIDENTIAL UNITS
A1207-00004-2012-BP01|ERECTION OF PEDESTRIAN OVERHEAD BRIDGE FROM NEW NATIONAL STADIUM SPORTS PROMENADE ON 3RD STOREY ACROSS NICOLL HIGHWAY TO TEMPORARY STAIRCASE WITH BUS-STOPS, COVERED LINKWAY, STAIRCASE AND LIFT CORES ON LOT(S) 6710K , 6711N , 6722T , 6724K  & 6816L  MK25 AT NICOLL HIGHWAYTEMPORARY OCCUPATION PERMIT FOR PHASE 3 COMPRISING - STAIRCORE, ACCESSIBLE LIFT AND CANOPY LINK TO BUS-STOP AT GRIDLINE PB.3 & PB.6- STAIRCORE AND CANOPY LINK AT GRIDLINE PB.7|TEOH HAI PIN|201442989|15/08/2014|235.58|706220|0
A364A-00568-2013-BP01|PARK SHELTER AT BLOCK 688 ON LOT 03173T  MK06 AT JURONG WEST CENTRAL 1|YEO-KHOO KEAT SEANG|201442990|15/08/2014|198.0|136560|0
A1566-00163-2013-BP01|ADDITION AND ALTERATION TO EXISTING 3 / 4-STOREY BIOLOGICAL PLANT WITH ANCILLARY STRUCTURES ON LOT 3886A PT (JTC PLOT A20654) MK 7 AT 10 TUAS SOUTH AVENUE 8|BERNARD HON WUI KHONG|201442991|15/08/2014|435.476|2050000|0
A1369-00926-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 8 BLOCKS OF 13-STOREY RESIDENTAL BUILDING (TOTAL 948 UNITS) WITH COMMUNITY FACILITIES, 1 BLOCK OF 5-STOREY & 1 BLOCK OF 6-STOREY MULTI-STOREY CARPARK, 2 NOS. OF PRECINCT PAVILIONS & ESS ON LOTS 01598C, 01606X, 01609M, 01664T, 01669L, 01690C, 01693V & 02958W  MK 19 AT YISHUN AVENUE 11 - THIS TOP IS ISSUED FOR BLK 430A FOR CHILD CARE CENTRE AT 1ST STOREY|STEVEN LOW KONG YEN|201442995|15/08/2014||0|0
E3917-00001-2011-ST28|NIPE C4 - DESIGN AND CONSTRUCTION OF 6M DIAMETER SEGMENTAL TUNNEL WITH TWIN 2200MM AND TWIN 1200MM DIAMETER PIPELINES FROM JURONG ISLAND TO GUL ROAD / PIONER ROAD JUNCTION AT PIONEER ROAD|SUBBAIYAN MAHATMA|201442998|16/08/2014||0|0
A0847-00005-2011-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT SERANGOON PRECINCT (BLK 301 TO 307) LUP, ON LOTS 9480P,9476V,9475W,9479A,9474M,9473C,9478T & 11311N MK 18 AT SERANGOON AVE 2 - THIS TOP IS FOR BLOCK 307 LIFT J|HAZEL YEO SOH CHOO|201443000|18/08/2014|134764.53|7758300|0
A0814-00009-2007-BP01|CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 2 BLOCKS OF 31 STOREY RESIDENTIAL BUILDING(TOTAL: 239 UNITS)  WITH BASEMENT CARPARK, SWIMMING POOL AND CLUBHOUSE FACILITIES ON LOT 96991V MK 25 AT MEYER ROAD|CHOY MENG YEW|201443110|24/08/2014||0|239
E3297-00009-2013-ST02|CONTRACT T2145: SEWER DIVERSION WORKS (PACKAGE D) AT KADAYANALLUR STREET|ER. CHEANG YEW KEE|201440007|25/08/2014||0|0
A0861-00016-2013-BP01|RECONSTRUCTION TO A SINGLE STOREY SEMI-DETACHED DWELLING HOUSE TO A 2-STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 98058T MK 18 AT 9 MEDWAY DRIVE SINGAPORE 556505 (SERANGOON PLANNING AREA)|MA MONG PAK LOONG|201442953|12/08/2014|361.48|500000|1
A0382-00001-2011-BP01|ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT AND ATTIC FLOOR ON LOT 99968T MUKIM 18 AT 11 JALAN BINCHANG|MR. YAP HUN CHENG|201442959|13/08/2014|852.51|1500000|0
A1252-00489-2012-BP01|PROPOSED A&A & ERECTION OF 2 EXTENSION BLKS OF 6/8 STY TEACHING FACILITIES WITH A BASEMENT INDOOR MPH & AUDITORIUM, SWIMMING POOL & CARPARKS TO THE EXISTING 6-STY BLK D OF STAMFORD AMERICAN INT'L SCH ON LOT 10185W MK 17 AT UPPER SERANGOON RD (TOA PAYOH DGP)|MICHAEL NGU KING TENG|201442962|14/08/2014||0|0
E4184-04011-2012-BP01|ERECTION OF 1 NUMBER COVERED PEDESTRIAN OVERHEAD BRIDGE, 5 NUMBERS COVERED LINKWAYS AND 6 NUMBDERS OF BUS SHELTERS ALONG FORT ROAD AND MOUNTBATTEN ROAD BETWEEN NICOLL HIGHWAY AND KAMPONG ARANG ROAD ON LOTS 03625A, 04739M, 04740L, 04766N, 04986T, 05413L, 05925P, 0604M, 06133X, 06134L, 06141V, 06163N, 06207C, 06420M, 06432L, 06433C, 97068V & 98457V MK25 [PHASE 3 TOP FOR 2 NOS BUS SHELTERS B07 & B08 AND 5 NOS COVERED LINKWAY ONLY]|LIM KUAN POW|201442999|18/08/2014|1400.206|2486000|0
A0889-00101-2013-BP01|ERECTION OF 2-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 06157K MK27 AT 45 JALAN GREJA|WILLIAM LAU THIAM YOU|201443003|18/08/2014|949.633|1700000|1
A1262-00050-2011-BP01|ADDITION AND ALTERATION TO THE EXISTING MULTI STOREY CARPARK INVOLVING THE ADDITION OF LIFT AND ROOF SHELTER ON LOT 01032APT MK 21 AT BLK 236A COMPASSVALE WALK-[THIS PARTIAL TOP IS FOR ADDITION OF PASSENGER LIFT ]|STEVEN SIOW|201443004|18/08/2014|1176.263|382795|0
A1617-00001-2011-BP01|RECONSTRUCTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT(S) 4777X  MK04 AT 39 CORNWALL GARDENS|CHANG YONG TER|201443006|18/08/2014|1681.08|6000000|1
A1404-00337-2011-BP01|ERECTION OF 1 BLOCK OF 12-STOREY FLATS (TOTAL 43 UNITS) WITH A SURFACE AND BASEMENT CARPARK AND PROVISION FOR A SWIMMING POOL ON LOTS 02606X AND 06477W PT MK28 AT LENGKONG EMPAT|PETER CHEW SOON HING|201443011|18/08/2014|4198.47|7900000|43
A1694-00200-2011-BP01|ERECTION OF A 8-STOREY MULTI-USER LIGHT INDUSTRIAL DEVELOPMENT WITH 2 BASEMENTS ON LOTS 4856K AND STATE LAND 5998L (PART) MK 23 AT 3 KIM CHUAN LANE|LEOW JONG KEE|201443016|18/08/2014|6552.97|6200000|0
A0552-01444-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING 4-STOREY SINGLE-USER FACTORY WITH A 2-STOREY WASTE WATER TREATMENT PLANT ON LOT 01317X MK 13 AT NO. 2 WOODLANDS INDUSTRIAL PARK D STREET 2|CHNG BENG GUAN|201443017|18/08/2014|1842.86|30000000|0
E2441-00750-2012-BP01|ERECTION OF A PART 2/PART 9-STOREY SINGLE-USER WAREHOUSE DEVELOPMENT ON LOTS 00679W, 01365X, 01824X AND 04181N MK06 AT 24 CHIA PING ROAD - THIS TOP IS ISSUED FOR PHASE 1 ONLY -BETWEEN GL9-12/A-C (THE EMPTY SPACE BETWEEN EXISTING 2 SINGLE-STOREY INDUSTRIAL BUILDING), GUARDHOUSE CUM FIRE COMMAND CENTRE, CAR PARK SHELTER, BIN CENTRE AND SUBSTATION|YEO GUEK NEO ANGELA|201443023|18/08/2014||0|0
A0711-01997-2012-BP01|RECONSTRUCTION TO EXISTING 2-STOREY TO 3-STOREY CORNER TERRACE DWELLING HOUSE ON LOT 02850L MK28 AT 28A LENGKONG TIGA|HENG SWEE CHOON|201443025|19/08/2014|444.74|1200000|1
A0847-00007-2010-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT PASIR RIS  PRECINCT BLOCKS 440, 442 & 446 (LUP) ON LOT 03637V MK31 AT PASIR RIS DRIVE 4/6, PASIR RIS NEIGHBOURHOOD 4, CONTRACT 5 - [THIS TOP ISISSUED FOR BLOCK 440 (LIFT A) ONLY]|HAZEL YEO SOH CHOO|201443028|19/08/2014|794.12|2076000|0
A1007-00001-2014-BP01|ADDITIONS AND ALTERATIONS TO EXISTING EDUCATION CENTRE TO CHILD CARE CENTRE (PCF SPARKLETOTS) AT UNIT NO: #01-117, ON LOT 01129V PT MK 21 AT BLOCK 262A COMPASSVALE STREET, SENG KANG NEIGHBOURHOOD 2 CONTRACT 17 - [THIS TOP IS ISSUED FOR PHASE 1 (@ GRID 2 TO 6 ONLY)]|HO ANN SOON|201443030|19/08/2014|440.05|290166|0
A0704-47804-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 441 TO 455 WITH NEW LIFTS/LIFT LOBBIES ON LOT 13132V MK18 AT SIN MING AVENUE / BRIGHT HILL DRIVE [PHASE 14 TOP FOR BLOCK 455 LIFT 'A' ONLY]|LIM BOON LENG JOHN|201443033|19/08/2014|5440.44|13169300|0
A1481-00050-2012-BP01|ERECTION OF A 6-STOREY SINGLE-USER GENERAL INDUSTRIAL BUILDING ON LOT 04601V MK 06 AT JALAN BOON LAY/JALAN TUKANG|chng beng guan|201443032|19/08/2014|29874.5|62500000|0
A0647-00262-2010-BP01|LIFT UPGRADING PROJECT OF PUBLIC HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF RESIDENTIAL PUBLIC HOUSING (BLOCKS 941 TO 950 AND 952 TO 953)AT JURONG WEST STREET 91-[THIS PARTIAL TOP IS GRANTED FOR BLK 943 LIFT B ,BLK 945 LIFT B & BLK 946  LIFT C AT JURONG WEST STREET 91]|JOHN SEAH SENG NGUAN|201443039|19/08/2014||0|0
A1161-00007-2012-BP01|ERECTION OF COVERED LINKWAYS (TEMPORARY FOR 5 YRS) ON LOT 407L, 305C AND 228X, TS30 AT MARINA COASTAL DRIVE|WAN SIEW FUNG|201443042|19/08/2014|1600.6|511800|0
A0817-00193-2010-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 201-204, 207, 209-210, 214-221, 230-231, 235 & 237-239 WITH NEW LIFTS/LOBBIES AT CHOA CHU KANG CENTRAL/AVENUE 1 (LIFT UPGRADING PROGRAMME) ON LOT(S) 01099N , 01240W , 01378A , 01380T  & 02298L  MK11-[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR LIFT B OF BLOCK 219 ONLY]|LAU MOH LIM|201443043|19/08/2014||0|0
A1578-00003-2012-BP02|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 332 TO 337 & 339 TO 341 WITH NEW LIFTS/ LIFT LOBBIES & BLOCK ENTRANCE PORCHES AT HOUGANG AVENUE 5 & 7 (LIFT UPGRADING PROGRAMME) ON LOTS 3722N , 3723X , 3724L , 3725C , 3726M , 3847W , 3848V , 3853T , 3854A , 3855K , 3856N , 3857X , 4451W , 4452V , 4453P , 4454T , 4455A , 4456K  & 7860M  MK22 [THIS TOP IS FOR BLK 340 LIFT A & C]|ANG MAE-LI|201443044|19/08/2014|3060.87|10730500|0
A1875-00006-2012-BP01|ERECTION OF A SINGLE-USER SPECIAL INDUSTRY DEVELOPMENT WITH ANCILLARY OFFICE AND TEMPORARY ANCILLARY STAFF CANTEEN ON LOT 3153X, 3154L, 3155C, 3156M PT MK 34 AT 11 AYER MERBAU ROAD (WESTERN ISLANDS PLANNING AREA) - THIS TOP IS ISSUED FOR MAINLY ENCLOSED GROUND FLARE, DM WATER STORAGE, PO STORAGE AND UNLOADING, REACTION & BLENDING UNIT, OXY UNIT, IMO LOADING, CONTROL BUILDING, CONDENSATE AREA, CHEMICAL STORAGE WAREHOUSE, PRODUCT WAREHOUSE, UTILITY AREA, N2 LOADING, PROCESS SUB-STATION, COOLING WATER, WASTE WATER TREATMENT PLANT, PIPERACK 02, 03, 04, 05 & 06, PIPE SLEEPER 07 & 08 & SOUTH PIPERACK ONLY|SIM KOOI CHUAN|201443047|19/08/2014|16689.73|112000000|0
A2100-00002-2014-BP01|ADDITIONS AND ALTERATIONS TO 2ND AND 3RD STOREY OF THE EXISTING 5-STOREY BUILDING (6TH FORM CENTRE) AT TANGLIN TRUST SCHOOL ON LOTS 03095L, 03598X & 04177P MK 03 AT 95 PORTSDOWN ROAD (QUEENSTOWN PLANNING AREA) - TOP FOR 3RD STOREY CLASSROOMS ONLY EXCLUDING NEW ROOF.|EDMUND NG KIAN HUAN|201443052|20/08/2014|185.57|1435000|0
A0965-00004-2012-BP01|ADDITION OF A NEW 2-STOREY FACTORY BLOCK TO EXISTING PART SINGLE/PART 2-STOREY SINGLE USER FACTORY ON LOT 00712V MK 11 AT NO. 2 SUNGEI KADUT AVENUE. (SUNGEI KADUT PLANNING AREA)|TAY YEW CHEE|201443055|20/08/2014|8109.99|32100000|0
A0650-00501-2012-BP01|RECONSTRUCTION OF EXISTING 2-STOREY INTERMEDIATE TERRACE HOUSE TO 3-STOREY INTERMEDIATE TERRACE HOUSE ON LOT 11154M MK 18 AT 23 SUNRISE CLOSE|FREDDIE CHIA HO KHENG|201443060|20/08/2014|351.26|320000|1
A1533-00026-2012-BP01|NEW ERECTION OF A 2 STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 01840W MK18 AT 51 SEMBAWANG HILLS DRIVE|LUA KOK LEONG|201443061|20/08/2014|410.8|895000|1
A354A-01207-2013-BP01|ADDITION AND ALTERATION WORKS TO EXISTING SINGLE-USER GENERAL INDUSTRIAL DEVELOPMENT AND ERECTION OF A 3-STOREY FACTORY AND 4-STOREY TEMPORARY ANCILLARY WORKERS' DORMITORY BLOCK (TOTAL: 500 WORKERS) ON LOT 00625N MK 7 AT 68 JOO KOON CIRCLE -THIS TOP ISSUED FOR WORKER'S DORMITORY ONLY|IAN ROBERT LANDER|201443054|20/08/2014|5928.84|5990000|0
E4067-00005-2013-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PULAU SERAYA POWER STATION ON LOTS 00329T (PT), 00365K (PT), 00562X (PT), 00715P (PT) MK34 AT 3 SERAYA AVENUE [PHASE 2 TOP FOR JETTY 2 CONSTRUCTION ONLY]|LEE HIANG MENG|201443064|21/08/2014||4900000|0
A0854-00163-2012-BP01|HDB UPGRADING PROJECT UNDER LIFT UPGRADING PROGRAMME (LUP) TO EXISTING BLOCK 611, 612, 613, 621, 631 & 632 (TOTAL 28 NOS. NEW LIFT) ON LOT 04993M, 02217K, 02216A, 02423P, 05322C & 05323M MK 28 AT BEDOK RESERVOIR ROAD (BEDOK PLANNING AREA)--THIS TOP ISSUED FOR BLK 631 LIFT A ONLY|GOH SIAN YEW|201443065|21/08/2014||0|0
E3972-00018-2012-BP01|CONSTRUCTION OF PEDESTRIAN OVERHEAD BRIDGE 2 AND LINKWAY ALONG SENGKANG WEST ROAD ON LOT 01498N MK20 AT SENGKANG WEST ROAD|NG DICK YOUNG|201443066|21/08/2014|713.0|2500000|0
A1994-00007-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 330 TO 333 WITH NEW LIFTS/LIFT LOBBIES AT ANG MO KIO AVENUE 1 (LIFT UPGRADING PROGRAMME) ON LOTS 08012P, 08013T, 08014A, 08015K, 08303C, 08304M, 08561M, 08562W & 14864V MK18 - THIS TOP IS GRANTED FOR BLOCK 330 LIFT B, BLOCK 331 LIFT B, BLOCK 332 LIFT B AND BLOCK 333 LIFT B|ONG LI CHING GIDGETELENA|201443068|21/08/2014|802.15|28500000|0
A0847-00016-2010-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT PASIR RIS PRECINCT (BLOCK 109 TO 117) LUP ON LOT 01755T MK 31 AT PASIR RIS STREET 11 [PHASE 12 TOP FOR BLOCK 109 LIFT 'C' ONLY]|HAZEL YEO SOH CHOO|201443067|21/08/2014|3935.899|9517100|0
A1631-00327-2009-BP01|ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH A NEW ATTIC ON LOT 99423A MK 15 AT 40 GARDENIA ROAD|SELVANAYAGAM NADARAJAH|201443071|21/08/2014|509.58|640000|1
E2990-00011-2009-ST125|PROPOSED ROAD TUNNEL CONNECTING SENTOSA GATEWAY TO KAMPONG BAHRU AND KEPPEL ROAD AND WIDENING OF LOWER DELTA ROAD BETWEEN KAMPONG BAHRU ROAD AND AYE ON LOT(S) 01356X , 01464C , 01491K , 01752P , 02113P , 02922N , 02985X , 03111C , 03235P , 03237A , 03239N , 03241K , 03243X , 03245C , 03248V , 03250W , 03254A , 03256N , 03258L , 03260X , 03261L , 03491V , 03511L , 03694C  & 03695M  MK01, 00439C , 00440X , 00651C , 00672P , 00886X , 00950M , 00995M , 00998P , 01001V , 01024X , 01030M , 01050P , 01088C , 01098K , 01105P , 01148W , 01151W , 01152V , 01173K , 01174N , 01188A , 01238V , 01304N , 01306L , 98727L , 98737A , 98738K , 98755K , 98762C , 98765V  & 98780M  TS23 AT LOWER DELTA ROAD|Dr Indrayogan Yogarajah|201443073|21/08/2014||0|0
E3198-00025-2012-BP01|ADDITIONS AND ALTERATIONS WITH ADDITIONAL OF 4-STOREY FACTORY, STORAGE AND ANCILLARY OFFICE TO EXISTING FACTORY ON LOT 00310T MK 07 AT 160 GUL CIRCLE|YEOH BOON KANG|201443078|21/08/2014|3851.46|6500000|0
A0853-00326-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING THE ERECTION OF 3 BLOCKS OF 14 STOREY AND 3 BLOCKS OF 15 STOREY RESIDENTIAL FLATS (TOTAL 488 UNITS) WITH A BLOCK OF 7 STOREY MULTI-STOREY CAR PARK AND A BLOCK OF PRECINCT PAVILION ON LOT 07077M MK 28 AT BEDOK RESERVOIR CRESCENT|JAMES A.W GOH|201443080|21/08/2014||0|488
E4248-00002-2013-BP01|CONSTRUCTION OF 8 NOS REEFER PLATFORM AT BLOCKS K9 & L9 ON LOT 3840M MK 03 AT PASIR PANJANG TERMINAL [PHASE 2 TOP FOR 4 NOS OF REEFER PLATFORMS AT BLOCK L9]|TAN CHOON AEIONG ALLEN|201443084|22/08/2014|1684.6|1599288|0
A1085-00011-2011-BP01|ERECTION OF A 2-STOREY INTERMEDIATE TERRACE HOUSE WITH BASEMENT AND ATTIC ON LOT 00392M MK18 AT 36 CASUARINA ROAD|PANG KIM ANN|201443086|22/08/2014|317.023|920000|1
A0506-00050-2012-BP01|3-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT ON LOT 00182V MK03 AT 3 GUOK AVENUE|LEE KUT CHEUNG|201443089|22/08/2014|812.28|4000000|1
A1578-00003-2012-BP02|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 332 TO 337 & 339 TO 341 WITH NEW LIFTS/ LIFT LOBBIES & BLOCK ENTRANCE PORCHES AT HOUGANG AVENUE 5 & 7 (LIFT UPGRADING PROGRAMME)  ON LOTS 3722N , 3723X , 3724L , 3725C , 3726M , 3847W , 3848V , 3853T , 3854A , 3855K , 3856N , 3857X , 4451W , 4452V , 4453P , 4454T , 4455A , 4456K  & 7860M  MK22 [THIS TOP FOR BLK 332 LIFT A, B, D & E ONLY]|ANG MAE-LI|201443090|22/08/2014|3060.87|10730500|0
A1194-01130-2012-BP01|PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING 4-STOREY INSTITUTIONALBUILDING (POI CHING SCHOOL) WITH ADDITIONS OF 3-STOREYS ABOVE THE EXISTING CLASSROOM BLOCK (BLOCK 'E') ON LOT 02588T MK 29 AT 21 TAMPINESSTREET 71THIS TMEPORARY OCCUAPTION PERMIT IS ISSUED FOR ADDITIONS & ALTERATINS TO EXISTING ISH BLOCK AT 1ST AND 2ND STOREY AT G/L - A TO F AND 3 TO 4 (EXCLUDE PLATFORM LIFT) AND (ADDS & ALTS TO NEW STAFF RESOURCES ROOM (3RD STY) AT G/L 11 TO 12 AND G/L K TO M)|THEODORE CHAN ENG CHYE|201443093|22/08/2014|5004.0|12207163|0
A0391-00001-2013-BP01|RECONSTRUCTION TO A TWO-STOREY CORNER TERRACE DWELLING HOUSE WITH ATTIC ON LOT 01470M MK 17 AT 270 WOLSKEL ROAD|LIM KHENG CHYE|201443096|22/08/2014|378.62|1026000|1
E1615-00025-2013-BP01|RECONSTRUCTION TO EXISTING 2-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 98804L MK 27 AT 33 BEDOK AVENUE SINGAPORE 469943|TEO THIAN POH|201443100|22/08/2014|394.2|480000|1
A0673-00008-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF 17-STOREY RESIDENTIAL BUILDING (TOTAL 1010 UNITS) AND 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMERCIAL/COMMUNITY FACILITIES,ESS, PRECINCT PAVILION AND COMMON GREEN AT PUNGGOL WEST C28 ON LOTS 00010V , 02226A , 99807T , 99809K  & 99814X  MK 21 - THIS TOP IS ISSUED FOR BLK 261 (MSCP) (EXCLUDING 1ST STOREY COMMERCIAL UNITS AND ROOF GARDEN) & BLK 261C|SIW FER LIN|201443103|22/08/2014|127113.09|157000000|0
A0571-00017-2011-BP01|NEW ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT 03878K MK 27 AT 130 JALAN LANGGAR BEDOK (BEDOK PLANNING AREA)|ALOYSIUS CHUA TECK SENG|201443105|24/08/2014|615.71|1500000|1
A1891-00013-2012-BP01|NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 00389L MK 16 AT 16 BEE SAN AVENUE  (BUKIT TIMAH PLANNING AREA)|CHIA HUI TEEN|201443107|24/08/2014|530.3|1262905|1
A1526-00003-2012-BP01|NEW ERECTION OF A 3 STOREY INTERMEDIATE TERRACE DWELLING HOUSE  WITH  ROOF GARDEN ON LOT 01841T MK 27 AT 15 JALAN TANJONG ( BEDOK PLANNING AREA)|LING HAO|201443108|24/08/2014|415.647|1000000|1
A1658-00012-2012-BP01|NEW ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH  AN ATTIC AND A SWIMMING POOL ON  LOT 352X MK 28 AT 15 JALAN LAPANG|MS. ANG WEI MEIN|201443109|24/08/2014|476.002|800000|1
A0537-00239-2012-BP01|ADDITIONS & ALTERATIONS TO THE EXISTING PUBLIC HOUSING DEVELOPMENT TO BLOCKS 107, 108, 109, 110, 111 & 112 WITH NEW LIFTS, NEW SWITCH ROOM & NEW ELECTRICAL SUBSTATION 22KV/LV ON LOT(S) 05377V , 05476L , 05477C , 05526T , 05536M , 05992T  & 09611P  MK24 AT  ALJUNIED CRESCENT  (HOME IMPROVEMENT PROGRAMME & LIFT UPGRADING PROGRAMME)--THIS TOP ISSUED  FOR BLOCK 107 LIFT C  ONLY|GOH PENG THONG|201443112|25/08/2014|406.83|3119439|0
A1194-01147-2012-BP01|ADDITIONS AND ALTERATIONS TO EXISTING TEMASEK PRIMARY SCHOOL AND ERECTION OF A BLOCK OF 3-STOREY INDOOR SPORTS HALL (ISH) WITH ANCILLARY ROOMS AND SPECIAL TEACHING ON LOT(S) 10334K  MK27 AT 501 BEDOK SOUTH AVENUE 3|THEODORE CHAN ENG CHYE|201443113|25/08/2014|3962.05|9794807|0
A1994-00016-2012-BP01|PROPOSED ADDITIONS & ALTERATIONS TO EXTG PUBLIC HOUSING DEVELOPMENT, BLKS 135 TO 137, 141 & 142 WITH NEW LIFTS / LIFT LOBBIES AT TECK WHYE LANE (LUP) ON LOT(S) 01133M  & 01390M  MK11 AT 135 TECK WHYE LANE SINGAPORE 680135,  136 TECK WHYE LANE SINGAPORE 680136,  142 TECK WHYE LANE SINGAPORE 680142,  141 TECK WHYE LANE SINGAPORE 680141,  137 TECK WHYE LANE SINGAPORE 680137THIS TEMPORARY OCCUAPTION PERMIT IS ISSUED FOR BLOCKS 137 LIFT A , 141 LIFT A & 142 LIFT A|ONG LI CHING GIDGETELENA|201443114|25/08/2014|278.65|1132683|0
A1413-00009-2013-BP01|ADDITION AND ALTERATION WORKS AT BUKIT MERAH BUS INTERCHANGE ON LOT 02955L MK01 AT BUKIT MERAH CENTRAL (BUKIT MERAH PLANNING AREA)-FINAL PARTIAL TOP , PHASE 7-9 , GRID G-K , 56 PANELS|SIMON KONG CHEE CHOON|201443117|25/08/2014|491.78|689000|0
A1536-00007-2013-BP01|PROPOSED CHANGE OF USE OF PART OF BLOCK A (1ST, 2ND & 3RD STOREY), BLOCK B (3RD STOREY), AND BLOCK D (1ST STOREY) OF FORMER GHIM MOH SECONDARY SCHOOL TO MINISTRY OF EDUCATION'S OFFICE (INTERIM) ON LOT(S) 6241P , 6387W  & 6931X  MK04 AT 285 GHIM MOH ROAD MINISTRY OF EDUCATION HQ SINGAPORE 279622|VICTOR TEO NGUI WAH|201443120|26/08/2014|3340.23|2500000|0
A0697-00004-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT PRECINCT A & B CONSISTING OF BLOCKS 401, 402, 403, 404, 405, 407, 408, 409, 410,  410A, 411, 412, 413 AND 414 WITH NEW LIFTS / LIFT LOBBIES (LIFT UPGRADING PROGRAMME) ON LOT 6999L MK24 AT SERANGOON CENTRAL [PHASE 4 TOP FOR BLOCK 409 LIFT ?D? AND BLOCK 410 LIFT ?A? ONLY]|NGOOI  NGOK  SAI|201443124|26/08/2014|328.3|1098100|0
A0506-00050-2011-BP01|ERECTION OF PUBLIC HOUSING DEVELOPMENT COMPRISING 2 BLOCKS OF 16-STOREY AND 1 BLOCK OF 14-STOREY RESIDENTIAL FLATS (TOTAL 295 UNITS), 1 BLOCK OF MULTI-STOREY CARPARK WITH ROOF GARDEN / GREEN ROOF AND A PRECINCT PAVILION ON LOT 07265N (04913C) MK 28 AT TAMPINES AVENUE 1 -THIS TOP IS ISSUED FOR BLOCK 890A AND BLOCK 890B (RESIDENTIAL BLOCKS)|LEE KUT CHEUNG|201443128|26/08/2014||0|0
A1614-00332-2012-BP01|ERECTION OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 5835V MK18 AT 26 LI HWAN CLOSE|ANG CHIN LAI|201443130|26/08/2014|527.67|700000|1
A0704-47802-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 222, 224 TO 227, 235 TO 237 WITH NEW LIFTS / LIFT LOBBIES ON LOTS 12549K, 12267A, 12547T, 12269N & 16586W MK 18 AT BISHAN STREET 22 / 23(THIS TOP IS GRANTED FOR BLK 225 LIFT 'A', BLK 226 LIFT 'C' & 'D' & BLK 227 LIFT 'A' & 'C' ONLY)|LIM BOON LENG JOHN|201443134|26/08/2014|2632.3|5967349|0
A1263-01308-2013-BP01|ADDITION OF A NEW 6-STOREY BLOCK TO EXISTING 7-STOREY SINGLE-USER CLEAN AND LIGHT BUSINESS 1 DEVELOPMENT AT ON LOTS 02828L AND 02829C PT TS17 AT 80 BOON KENG ROAD|RICHARD TIO KHEH AUN|201443135|26/08/2014|8562.38|15000000|0
