PROJECT REFERENCE NUMBER|PROJECT TITLE|DATE APPROVED
A0853-00350-2011-CD05|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 9 BLOCKS OF 5-STOREY FLAT (TOTAL 148 UNITS) WITH ATTIC, BASEMENT CARPARK, AND PROVISION FOR A SWIMMING POOL. (QUEENSTOWN PLANNING AREA) ON LOT(S) 01484T  & 01485A  MK03 AT 463 PASIR PANJANG ROAD SINGAPORE 118797|28/11/2014
A1657-00001-2014-CD01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 2 BLKS OF 14/19-STY, 2 BLKS OF 17-STY RESIDENTIAL BLDG(TOTAL 641 UNITS), 1 BLK OF MSCP WITH COMMERCIAL/FUTURE COMMUNITY FACILITIES, ESS & PRECINCT PAVILION AT CORPORATION DRIVE / YUNG HO ROAD (JURONG WEST N1 C29B) ON LOT(S) 01275N , 01276X , 02042L  & 04465C PT MK06|26/11/2014
A1002-00006-2013-CD02|PROPOSED LANDED HOUSING DEVELOPMENT COMPRISING 106 UNITS OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A BASEMENT & ATTIC AND 3 UNITS OF 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND ATTIC (TOTAL: 109 UNITS) WITH OPEN SPACE, ELECTRIC SUBSTATION AND MDF (URA SALE SITE) MK 02 ON LOT 03782C AT CORONATION ROAD (BUKIT TIMAH PLANNING AREA)|25/11/2014
A1403-00009-2010-CD03|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH 2 BASEMENTS, AN ATTIC, A ROOF TERRACE AND A SWIMMING POOL ON LOT NO 03565A MK 02 AT 19 SWETTENHAM ROAD, (TANGLIN PLANNING AREA)|07/11/2014
A1324-10037-2014-CD01|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH A BASEMENT AND ATTIC ON LOT 94133V MK 26 AT 16 SIGLAP WALK|03/11/2014
A0909-00003-2007-CD03|PROPOSED ERECTION OF 2 BLOCKS OF 35 STOREYS CONDOMINIUM FLATS DEVELOPMENT (TOTAL 462 UNITS) WITH 2 BASEMENT CARPARK, SWIMMING POOL AND COMMUNAL FACILITIES ON LOT 644T TS 21 AT GRANGE ROAD/ LEONIE HILL ROAD ON LOT 644T TS21|07/11/2014
A2058-00020-2014-CD02|PROPOSED NEW ERECTION OF 2 BLOCKS OF 5-STOREY RESIDENTIAL APARTMENT (TOTAL 52 UNITS) WITH ATTIC,1ST STOREY CARPARK,COMMON SWIMMING POOL AND GYM ON LOTS 01778P & 05137K MK03 AT 251-251F PASIR PANJANG ROAD SINGAPORE|04/11/2014
A1149-01535-2012-CD04|PROPOSED AMENDMENT TO APPROVED  CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 8-STOREY RESIDENTIAL FLATS (TOTAL OF 106 UNITS) WITH ATTIC, A BASEMENT CARPARK AND COMMUNAL FACILITIES ON LOT 99581P MK 02 AT FARRER DRIVE (TANGLIN PLANNING AREA)|12/11/2014
A1674-00383-2013-CD03|PROPOSED STRATA LANDED HOUSING DEVELOPMENT COMPRISING ERECTION OF 4 UNITS OF 3 STOREY STRATA TERRACE HOUSE WITH BASEMENT, SWIMMING POOL & ATTIC ON LOT 09636L MK 22 AT 27 RICHARDS AVENUE (HOUGANG PLANNING AREA)|13/11/2014
A1557-00002-2011-CD01|PROPOSED ERECTION OF 12 BLOCKS CONDOMINIUM HOUSING DEVELOPMENT (TOTAL 944 RESIDENTIAL UNITS & 6 ANCILLARY COMMERCIAL UNITS) ON PARCEL 3 WITH 2 BASEMENT CARPARK & SWIMMING POOL ON LOT 02713C MK 29 AT PASIR RIS GROVE / PASIR RIS DRIVE 1 (PASIR RIS PLANNING AREA)|22/11/2014
A1694-00176-2010-CD06|PROPOSED ERECTION OF A 8-STOREY RESIDENTIAL FLAT (TOTAL 36 UNITS) WITH 1ST STOREY AND BASEMENT COMMERCIAL SHOPS (TOTAL 9 UNITS) MECHANICAL CAR PARKS AND COMMUNAL FACILITIES ON LOTS 00213N, 00212K AND 00205V TS 9 AT NO.233 RIVER VALLEY ROAD|14/11/2014
A1872-00681-2014-CD01|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE HOUSE WITH AN ATTIC AND A OPEN ROOF TERRACE ON LOT 97012A MK 18 AT 29 CONWAY GROVE SINGAPORE 558211|20/11/2014
A1252-00436-2007-CD04|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF 12/13/14 STOREY RESIDENTIAL FLATS (892 UNITS) WITH 1 BASEMENT CARPARK, SWIMMING POOL & COMMUNAL FACILITIES ON LOT 2816C MK 29 AT PASIR RIS GROVE & PASIR RIS DRIVE 8|28/11/2014
A1334-00001-2014-CD01|PROPOSED NEW ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AT LOT(S) 2132K AND 2133N MK02 AT 39A RIDOUT ROAD (TANGLIN) ON LOT(S) 2132K  & 2133N  MK02|03/11/2014
A1994-00002-2014-CD01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 6 BLOCKS 16/17-STY RESIDENTIAL BLDG (TOTAL 1178 UNITS) WITH MULTI-STOREY CAR PARK, COMMERCIAL/COMMUNITY FACILITIES, PRECINCT PAVILIONS & PARK AT SEMBAWANG CRESCENT/ SEMBAWANG WAY (SEM N3C8 & PK) ON LOT(S) 05599X PT, 05610K PT & 06071C PT MK13|14/11/2014
A1753-00233-2014-CD01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A SWIMMING POOL, BASEMENT AND ATTIC ON LOT 99974 L MK 27 AT NO. 8 TAMAN SIGLAP (BEDOK PLANNING AREA)|06/11/2014
A1757-00503-2014-CD01|PROPOSED NEW ERECTION OF A 2- STOREY DETACHED DWELLING HOUSE WITH AN ATTIC AND SWIMMING POOL ON LOT 03269L MK04 AT NO.2  GROVE CRESCENT (BUKIT TIMAH PLANNING AREA)|05/11/2014
A0673-00011-2012-CD03|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 31/32/33/34 STOREY RESIDENTIAL BUILDING (TOTAL 576 UNITS) WITH MULTI-STOREY CARPARK, PRECINCT PAVILION, ESS AND COMMUNITY FACILITIES AT ANG MO KIO STREET 44  (ANG MO KIO N4 C25) ON LOT(S) 07494N , 07495X , 17078L PT & 17079C PT MK18|07/11/2014
A1694-00252-2014-CD02|PROPOSED ERECTION OF 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC AND SWIMMING POOL ON LOT 00242L MK15 AT 20 WINDSOR PARK ROAD ( BISHAN PLANNING AREA)|07/11/2014
A1356-40002-2014-CD01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 97312N MK 18 AT 6 BURGHLEY DRIVE|07/11/2014
A1578-00001-2014-CD01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 14-STOREY RESIDENTIAL BUILDINGS (TOTAL 402 UNITS), 1 BLOCK OF MULTI-STOREY CARPARK WITH EATING HOUSE,  SUPERMARKET, ESS & PRECINCT PAVILION (WOODLANDS) AT WOODLANDS DRIVE 73 ON LOT(S) 6045T PT MK13|13/11/2014
A0454-00465-2014-CD01|PROPOSED RECONSTRUCTION TO THE EXISTING SINGLE STOREY INTERMEDIATE TERRACE DWELLING HOUSE TO 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 94159M MK 26 AT 15 SIGLAP AVENUE SOUTH SINGAPORE 456272|10/11/2014
A2136-00027-2014-CD01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED HOUSE WITH A BASEMENT AND AN ATTIC ON LOT 98973X MK 18 AT 136 SERANGOON GARDEN WAY, SINGAPORE 556038|14/11/2014
A2136-00031-2014-CD01|PROPOSED NEW ERECTION OF A 2-STOREY INTERMEDIATE TERRACE HOUSE WITH AN ATTIC ON LOT 01509W, MK 24 AT 90 JALAN MULIA, MACPHERSON GARDEN ESTATE, SINGAPORE 368681|14/11/2014
A2097-01657-2013-CD03|PROPOSED ERECTION OF ONE BLOCK OF 12-STOREY RESIDENTIAL APARTMENT (TOTAL 17 UNITS) WITH SWIMMING POOL ON LOTS 1829X & 3978V MK01 AT KAMPONG  BAHRU ROAD (BUKIT MERAH PLANNING AREA)|17/11/2014
A0781-00016-2013-CD02|PROPOSED RESIDENTIAL DEVELOPMENT COMPRISING OF 2 BLOCKS OF 22-STOREY APARTMETNS, 3 BLOCKS OF 20-STOREY APARTMENTS AND 8 UNITS OF STRATA LANDED HOUSES (TOTAL: 495 UNITS) WITH SHOP, COMMON BASEMENT CARPARKS, LANDSCAPE DECK AND COMMUNAL FACILTIES ON LOT 4789X MK 20 AT FERNVALE CLOSE (SENGKANG PLANNING AREA)|18/11/2014
A1784-13016-2013-CD01|PROPOSED ERECTION OF UNDERGROUND TSL LENTOR MRT STATION ON LOTS AT 01706C(PT), 01705L(PT),  00414T(PT),  01000P(PT),  03024K(PT),  02846M(PT),  01866A(PT),  01585A(PT),  01090M(PT), 04133N(PT),  01871N(PT),  04134X(PT), 04135L(PT), 04136C(PT), 04132K(PT), 04137M|18/11/2014
A2009-01403-2014-CD01|PROPOSED RECONSTRUCTION TO EXISTING 2-STOREY DETACHED DWELLING HOUSE ON LOT 98493T MK 25 AT 7 RINGWOOD ROAD. SINGAPORE 437402|20/11/2014
A2009-01402-2014-CD01|PROPOSED ERECTION OF 1 UNIT OF 2-STOREY DETACHED DWELLING HOUSEWITH A SWIMMING POOL ON LOT 04842W MK 04 AT 57 BELMONT ROAD|21/11/2014
A1296-00014-2014-CD02|PROPOSED ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH A ATTIC AND A SUNKEN SWIMMING POOL ON LOT 97478X MK 18 AT 31 BROCKHAMPTON DRIVE|26/11/2014
E3187-20117-2013-CD01|PROPOSED RECONSTRUCTION TO EXISTING 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 98457P PT MK 26 AT 5 MARSHALL ROAD SINGAPORE 424841|27/11/2014
A2099-00654-2012-CD03|PROPOSED ERECTION OF A 8-STOREY RESIDENTIAL FLATS DEVELOPMENT (TOTAL 34 UNITS) WITH MECHANISED CAR PARKS ON THE 1ST STOREY AND SWIMMING POOL ON THE 3RD STOREY ON LOTS 06627M, 06628W, 06629V, 06630M & 06631W MK24 AT 1, 1A, 1B, 3 AND 3A LORONG 27 GEYLANG (GEYLANG PLANNING AREA)|26/11/2014
A1308-00315-2014-CD02|PROPOSED ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC MK 23 ON LOT 03290T & LOT 03291A PT 7A JALAN HUSSEIN (BEDOK PLANNING AREA)|28/11/2014
A1716-00001-2012-CD04|PROPOSED ERECTION OF EXECUTIVE CONDOMINIUM DEVELOPMENT COMPRISING 8 BLOCKS OF 16-STOREY RESIDENTIAL BUILDING (TOTAL : 512 UNITS) WITH 2-LEVEL OF BASEMENT CARPARK, TENNIS COURT, SWIMMING POOL, LANDSCAPE DECK, CLUBHOUSE & COMMUNAL FACILITIES AT PUNGGOL WALK ON LOT(S) 02540T  MK21|26/11/2014
A0818-00019-2014-CD01|PROPOSED NEW ERECTION OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 00788N MK 16 AT 17 JALAN JAMBU MAWAR (BUKIT TIMAH PLANNING AREA)|10/11/2014
A1199-11004-2011-CD03|PROPOSED RESIDENTIAL FLAT DEVELOPMENT COMPRISING ONE BLOCK OF 5-STOREY RESIDENTIAL BUILDING WITH ATTIC (TOTAL 47 UNITS), CARPARK AT 1ST STOREY, SWIMMING POOL AT 2ND STOREY AND OTHER ANCILLARY COMMUNAL FACILITIES ON LOT 04866W MK 22 AT ROBEY CRESCENT|05/11/2014
A1901-01404-2014-CD01|PROPOSED ERECTION OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT AND ATTIC ON LOT 1496P MK 4 AT 12 NAMLY PLACE|28/11/2014
A1324-20008-2013-CD04|PROPOSED AMENDMENT TO APPROVED PROPOSED 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC  ON LOT 06059C MK 26 AT NO.16 LORONG M TELOK KURAU,SINGAPORE|05/11/2014
A1674-00498-2014-CD01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLINGHOUSE WITH AN ATTIC ON LOT 2623N MK 27 AT 40 JALAN LIMAU NIPIS (BEDOK PLANNING AREA)|13/11/2014
A1553-00109-2013-CD02|PROPOSED NEW ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT AND ATTIC ON LOT 08048N MK 17 AT 7 BERRIMA ROAD (NOVENA PLANNING AREA)|18/11/2014
A2164-00016-2014-CD01|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC ON LOT 00609T MK 10 AT NO. 21 LORONG PISANG RAJA, SINGAPORE 597753|20/11/2014
E0700-00001-2013-CD02|PROPOSED RECONSTRUCTION TO THE EXISTING 3-STOREY DETACHED DWELLING HOUSE ON LOT 03630W MK 05 AT 126 LORONG KISMIS (BUKIT TIMAH PLANNING AREA)|04/11/2014
A0448-00203-2014-CD02|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT AND AN ATTIC ON LOT(S) 00862X  MK18 AT 29 JALAN RUKAM SINGAPORE 576965|25/11/2014
A1657-00002-2014-CD01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLK OF 20-STOREY RESIDENTIAL BUILDING (266 UNITS), 1 BLK OF MSCP WITH FUTURE COMMUNITY FACILITIES, ESS & PRECINCT PAVILION AT CORPORATION DR / YUNG HO RD (JURONG WEST N1 C32) ON LOT(S) 01307W PT & 02599P  MK06|19/11/2014
A2085-00204-2013-CD02|PROPOSED NEW ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH ROOF TERRACE AND SWIMMING POOL ON LOT 04075K MK05 AT 22 TOH YI ROAD|26/11/2014
A0659-00254-2014-CD01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH LIFT ,ATTIC & SWIMMING POOL ON LOT 02846A MK 18 AT JALAN JARAK|26/11/2014
A0969-01406-2014-CD01|PROPOSED ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC AND A SUNKEN SWIMMING POOL ON LOT(S) 98799P  MK27 AT 20 JALAN HAJI SALAM SINGAPORE 468790|07/11/2014
A0650-00101-2014-CD01|PROPOSED ERECTION  OF A 2-STOREY DETACHED DWELLING HOUSE WITH AN  ATTIC ON LOT 00690M MK25 AT 186 MEYER ROAD|11/11/2014
A0819-00167-2007-CN02|PROPOSED ERECTION OF CONDOMINIUM DEVELOPMENT COMPRISING A BLOCK OF 5-STOREY BUILDING WITH ATTICS (TOTAL 131 UNITS), BASEMENT CARPARKS & RECREATIONAL FACILITIES ON LOT 04933V (FORMERLY LOTS 01732V & 04778X) MK 03 AT 55, WEST COAST ROAD, THE SORRENTO, SINGAPORE 127365|26/11/2014
E3618-00004-2013-CN01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 98421X MK 18 AT 44 WORTHING ROAD, SINGAPORE 554976|04/11/2014
A1634-00005-2012-CN01|PROPOSED ERECTION OF 2 UNITS OF 2-STOREY BUNGALOW WITH A BASEMENT, ATTIC, ROOF TERRACE AND SWIMMING POOL MK 16 ON LOTS 00491A AND 00492K AT 56 & 58 SIAN TUAN AVENUE , SINGAPORE 588332|03/11/2014
A1378-00002-2011-CN10|PROPOSED NEW ERECTION OF 14-BLOCKS OF 16 STOREY CONDOMINIUM HOUSING DEVELOPMENT [TOTAL 882 UNITS], COMPRISING OF 2 BASEMENT CARPARKS, COMMUNAL FACILITIES, SWIMMING POOL AND CONSERVATION OF MATILDA HOUSE AS CLUBHOUSE ON LOT 2411L MK21 AT PUNGGOL CENTRAL / PUNGGOL WALK|28/11/2014
A1369-01511-2012-CN01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 17-STOREY & 1 BLOCK OF 16-STOREY RESIDENTIAL BUILDINGS (TOTAL 470 UNITS) WITH COMMUNAL FACILITIES, 1 BLOCK OF 2-STOREY COMMERCIAL & COMMUNAL FACILITIES, 1 BLOCK OF 8-STOREY MULTI-STOREY CARPARK WITH PROVISION OF 1 NO. PRECINCT PAVILION & 2 NOS. ESS ON LOT 2458M(PT.) MK 21 AT SUMANG WALK (PUNGGOL WEST CONTRACT 35),  PUNGGOL FIELD, SINGAPORE 820000|04/11/2014
A1658-00001-2011-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT NO. 99475L MK15 AT 10 ORCHID DRIVE, ADELPHI PARK ESTATE, SINGAPORE 576166|21/11/2014
A0814-00006-2011-CN03|PROPOSED ERECTION OF FLAT DEVELOPMENT COMPRISING 3 BLOCKS OF 14-STOREY BUILDING, 1 BLOCK OF 15-STOREY BUILDING AND 4 BLOCKS OF 18-STOREY BUILDING (TOTAL: 702 UNITS) WITH 4 LEVELS OF BASEMENT CARPARKS, SWIMMING POOL AND COMMUNAL FACILITIES ON LOT 10313C MK 24 AT BARTLEY ROAD/LORONG HOW SUN, SINGAPORE 539785|10/11/2014
A2081-38062-2013-CN01|PROPOSED ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 00896X MK 22 AT 62 JALAN LIMBOK, SINGAPORE 548736|14/11/2014
A0814-00015-2007-CN02|PROPOSED ERECTION OF STRATA LANDED HOUSING DEVELOPMENT COMPRISING OF 3-STOREY STRATA SEMI-DETACHED HOUSES (TOTAL : 32 UNITS) WITH ATTIC AND BASEMENT WITH CARPARKS MK04 ON LOT 04239X SIXTH AVENUE (BUKIT TIMAH PLANNING AREA)|05/11/2014
A1276-00578-2011-CN01|PROPOSED ERECTION OF A 8-STOREY RESIDENTIAL FLAT DEVELOPMENT(TOTAL 62 UNITS) WITH MECHANIZED CARPARKS, GYM & SWIMMING POOL ON 8TH STOREY ON LOT 02558W, 02559V, 02560M, 02561W, 02562V & 02563P MK 25 AT NO. 30, 32, 34, 36, 38, 40 LORONG 32 GEYLANG ROAD|07/11/2014
A0449-00308-2012-CN01|PROPOSED RECONSTRUCTION OF THE EXISTING SINGLE-STOREY SEMI-DETACHED DWELLING HOUSE TO A 3-STOREY SEMI-DETACHED DWELLING HOUSE HOUSE ON LOT 00620N MK19 AT 2D, JALAN KEMUNING, SINGAPORE 769725|03/11/2014
A1420-01770-2013-CN01|PROPOSED NEW ERECTION OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 00916M MK 04 AT NO. 14 JALAN TENANG (BUKIT TIMAH PLANNING AREA), SINGAPORE 277948|03/11/2014
A1169-80004-2013-CN01|PROPOSED NEW ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ROOF TERRACE ON LOT 03728N MK 27 AT NO. 5 SIGLAP GARDENS, SINGAPORE 456111|10/11/2014
A1694-00210-2011-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT 99154K MK 18 AT 21 RAGLAN GROVE, SINGAPORE 556270|25/11/2014
A1359-00275-2010-CN02|PROPOSED COMMERCIAL & RESIDENTIAL DEVELOPMENT COMPRISING ERECTION OF 4-STOREY PODIUM FOR COMMERCIAL USES (10 UNITS) AND A BLOCK OF 18-STOREY RESIDENTIAL FLATS (104 FLAT UNITS) WITH BASEMENT CARPARK & MULTI-STOREY CAR PARKING AND SWIMMING POOL ON MK17 LOT 05297X AT 262 BALESTIER ROAD (NOVENA PLANNING AREA), SINGAPORE 329714|13/11/2014
A0489-00009-2012-CN01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 00403A MK 4 AT 10 FIR AVENUE|10/11/2014
A1694-00223-2012-CN01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 97369A MK 18 AT 68 BURGHLEY DRIVE (SERANGOON PLANNING AREA), SINGAPORE 559034|18/11/2014
A1296-00008-2013-CN01|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 97193T MK 18 AT 26 COLCHESTER GROVE, SINGAPORE 558365|17/11/2014
A1500-00057-2013-CN01|PROPOSED NEW ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 04591C MK 28 AT NO. 1B JALAN SENTOSA, SINGAPORE 418213|28/11/2014
A1399-00002-2010-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC, SWIMMING POOL ON LOT 3714N AND PROPOSED NEW ROAD ON LOT 3718M (OLD LOT 2509V PT & 154T PT) MK 2 AT 8A SWETTENHAM ROAD, SINGAPORE 248133|05/11/2014
A1650-00108-2013-CN01|PROPOSED NEW ERECTION OF 3-STOREY DWELLING TERRACE HOUSE WITH ATTIC ON LOT 11612C MK 18 AT NO: 22 GERALD CRESCENT SINGAPORE 799719 ( HOUGANG PLANNING AREA)|21/11/2014
A1914-00001-2008-CN05|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 25/30/40-STOREY RESIDENTIAL BUILDING (TOTAL 700 UNITS), 1 BLOCK OF SINGLE-STOREY EATING HOUSE, 1 BLOCK OF MULTI-STOREY CAR PARK WITH SHOPS/ESS, PRECINCT PAVILION & COMMUNITY FACILITIES (BUKIT MERAH RC 37B) ON LOT 0743C,  1089X, 1092X, 1093L, 1094C, 2628M, 3516P, 3517T, 3531W MK01 AT , BUKIT HO SWEE LINK, SINGAPORE 123456|19/11/2014
A0720-00265-2013-CN01|PROPOSED RECONSTRUCTION OF A EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE TO A 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH A NEW ATTIC ON LOT 00996N MK24, AT NO. 1, JALAN LABU MANIS, SINGAPORE 537987|07/11/2014
A1378-00002-2011-CN07|PROPOSED NEW ERECTION OF 14-BLOCKS OF 16 STOREY CONDOMINIUM HOUSING DEVELOPMENT [TOTAL 882 UNITS], COMPRISING OF 2 BASEMENT CARPARKS, COMMUNAL FACILITIES, SWIMMING POOL AND CONSERVATION OF MATILDA HOUSE AS CLUBHOUSE ON LOT 2411L MK21 AT PUNGGOL CENTRAL / PUNGGOL WALK|10/11/2014
A1378-00002-2011-CN08|PROPOSED NEW ERECTION OF 14-BLOCKS OF 16 STOREY CONDOMINIUM HOUSING DEVELOPMENT [TOTAL 882 UNITS], COMPRISING OF 2 BASEMENT CARPARKS, COMMUNAL FACILITIES, SWIMMING POOL AND CONSERVATION OF MATILDA HOUSE AS CLUBHOUSE AT PUNGGOL CENTRAL / PUNGGOL WALK ON LOT 2411L MK21|10/11/2014
A1969-00106-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC ON LOT 01588V, MK 18 AT 84 JALAN LEBAN|03/11/2014
A1860-01152-2012-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC, A BASEMENT, & A SWIMMING POOL ON LOT 01661A TS24 AT 1 JERVOIS HILL (TANGLIN PLANNING AREA)|20/11/2014
A1454-01317-2013-CN01|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 04275N MK26 AT 253A ONAN ROAD|27/11/2014
A1593-00062-2012-CN01|PROPOSED 2-STOREY TERRACE HOUSE WITH ATTIC AND BASEMENT ON LOT 00438A MK18 AT 9 CASUARINA ROAD, SINGAPORE 579398|12/11/2014
A0781-00031-2011-CN03|PROPOSED AMENDMENT TO APPROVED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLK 12-STY,5 BLKS 13-STY,6 BLKS 14-STY & 3 BLKS 15-STY RESIDENTIAL BUILDING (TOTAL:1528 UNITS) WITH 2 BLKS 7/7 & 8/8 STY MSCP,ESS,PRECINCT PAVILIONS,FCF, CHILDCARE CENTRE, RC CENTRE ON LOT 04286K, 04613X,04619P, 04679W MK10 AT CCK N4C15 @ CHOA CHU KANG AVE 5/CHOA CHU KANG AVE 1/CHOA CHU KANG TERRACE/PROPOSED ROAD|25/11/2014
A0673-00008-2010-CN10|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF 17-STOREY RESIDENTIAL BUILDING (TOTAL 1010 UNITS) AND 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMERCIAL/COMMUNITY FACILITIES,ESS, PRECINCT PAVILION AND COMMON GREEN AT PUNGGOL WEST C28 ON LOT 00010V, 02226A, 99807T, 99809K, 99814X MK21 AT , PUNGGOL FIELD, SINGAPORE 820000|13/11/2014
A0454-00451-2013-CN01|PROPOSED RECONSTRUCTION TO AN EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ADDITION OF AN ATTIC ON LOT 02199L MK 18 AT 61 JALAN KELI, SINGAPORE 577923|27/11/2014
A1658-00013-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI - DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL  ON LOT 2126W MK18  AT 13 CHUAN GARDEN|25/11/2014
E3618-00015-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 1075T MK 15 AT 1 GREENWOOD AVENUE (BUKIT TIMAH PLANNING AREA), HILLCREST PARK, SINGAPORE 289188|12/11/2014
A2100-00003-2011-CN01|PROPOSED ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH BASEMENT & ATTIC & SWIMMING POOL ON LOT 10394V MK18 AT 3 BUKIT MUGLISTON (HOUGANG PLANNING AREA), SINGAPORE 799861|06/11/2014
A1595-00153-2012-CN01|PROPOSED NEW ERECTION OF A 3-STOREY INTERMEDIATE TERRACE HOUSE WITH AN ATTIC ON LOT 98756T MK 26 AT 216 CARPMAEL ROAD|06/11/2014
A1758-00035-2013-CN01|PROPOSED ERECTION OF 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ROOF TERRACE (BEDOK PLANNING AREA) ON LOT 02130M  MK23 AT 17, LORONG SARINA, SINGAPORE 416677|10/11/2014
A1754-00001-2011-CN06|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 8 BLKS OF 13-STY RESIDENTIAL BUILDING(TOTAL 834 UNITS), 1 BLK OF MULTI-STOREY CARPARK WITH COMMERCIAL/COMMUNITY FACILITIES, PRECINCT PAVILION & ESS AT YISHUN RING RD/YISHUN ST 41 & 51 (YISHUN N5C2), SINGAPORE 000000|13/11/2014
A1937-00045-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITHAN ATTIC & SWIMMING POOL AT 70 JALAN GREJA, SINGAPORE 488933|25/11/2014
