TITLE|BUILDER|PROFESSIONAL ENGINEER|ARCHITECT
DESIGN AND CONSTRUCTION OF NORTH - SOUTH CABLE TRANSMISSION TUNNEL (NS2) AT TEMP ROAD NAME|Hong Jihoon , SKEC|Cheng Ch'ng Yih,Peter Fang Ming Xie|
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT,ATTIC AND SWIMMING ON LOT 00569K MK 04 AT 10 NAMLY HILL|SOO TUCK SENG , NG KIAN HOCK CONSTRUCTION PTE LTD|Kee Ching Guan|GOH CHUAN CHYE
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING 2-STOREY SINGLE USER INDUSTRIAL DEVELOPMENT ON LOT 00976W MK 07 AT 40 TUAS AVENUE 9|VELLAISAMY SELVAMANI PRABHAKARAN , EVERBRIGHT METAL WORKS|GOH YONG CHENG|
PROPOSED NEW ERECTION OF A 3-STOREY INDOOR SPORTS HALL WITH MEZZANINE STOREY FOR STUDENT FACILITIES AND ADDITION AND ALTERATION OF EXISTING 3-STOREY SWIMMING COMPLEX FOR CONVERSION TO A 4-STOREY STUDENT CLASSROOM AND FACILITIES BLOCK WITH NEW BASEMENT CARP ON LOT 02522L, 02524M & 02540C MK02 AT 673 BUKIT TIMAH ROAD|NATHANIEL CHUA , ANG CHENG GUAN CONSTRUCTION PTE LTD|ZHOU TONG QUAN|LIM KOON PARK
PROPOSED ERECTION OF 12 BLOCKS CONDOMINIUM HOUSING DEVELOPMENT (TOTAL 944 RESIDENTIAL UNITS & 6 ANCILLARY COMMERCIAL UNITS) ON PARCEL 3 WITH 2 BASEMENT CARPARK & SWIMMING POOL ON LOT 02713C MK 29 AT PASIR RIS GROVE / PASIR RIS DRIVE 1 (PASIR RIS PLANNING A|YONG TIAM YOON , WOH HUP (PRIVATE) LIMITED|LAI WOEI TONG,YONG WEE LOKE|FOO JUK SHING HENRY
PROPOSED ERECTION OF A 8-STOREY SINGLE-USER GENERAL INDUSTRIAL FACTORY TO THE EXISTING 4-STOREY SINGLE-USER FACTORY ON LOT 2378A MK13 AT 28 RIVERSIDE ROAD|LAI KIM YUNG , LOGISTICS CONSTRUCTION PTE LTD|Lee Hiang Meng|WENDY TAN KUAN KUAN
PROPOSED RECONSTRUCTION OF AN EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 00880L MK25 AT NO. 17 JALAN SEDAP SINGAPORE 438273 (MARINE PARADE PLANNING AREA)|Steven Lee Chor Teck , TMG Cornerstone Pte Ltd|Cheng Sook Mei|Lee Kok Tiong
PROPOSED ADDITION AND ALTERATION WORKS TO EXISTING SHOPHOUSE AT 1ST STOREY WITH LIVING QUARTER AT 2ND STOREY ON LOT 06988V MK18 AT BLK 232 ANG MO KIO AVENUE 3 UNIT #01-1210 SINGAPORE 560232 (ANG MO KIO PLANNING AREA)|NG SER MING JAMES , A1 BUILDER & ENGINEERING PTE. LTD.|CHEE SEE CHONG|
PROPOSED NEW ERECTION OF A 2 STOREY SEMI-DETACHED HOUSE WITH AN ATTIC ON LOT 4998T MK 27 AT 64 JALAN GREJA|DEVIAMAN CHANDRASEKAR , CTH BUILDER PTE LTD|GARY NG WEE GIAP|LIM KOON PARK
PROPOSED ADDITIONS AND ALTERATIONS OF EXISTING 26-STOREY CARLTON HOTEL ON LOT 00409K TS11 AND EXISTING 16-STOREY CARLTON HOTEL ON LOT 00538W TS11 AT BRAS BASAH ROAD / VICTORIA STREET (DOWNTOWN PLANNING AREA)|OKAMOTO ICHIRO , SHIMIZU CORPORATION|WONG WANG CHI|TONG BIN SIN
PROPOSED CLUSTER HOUSING DEVELOPMENT COMPRISING 18 UNITS OF 3-STOREY TERRACE HOUSE WITH ATTIC AND BASEMENT CARPARK AND COMMUNAL FACILITIES ON LOT 01013T PT AND 02471X MK 22 AT CHARLTON LANE / UPPER SERANGOON ROAD|CHONG KIM GUAN , SYSMA CONSTRUCTION PTE LTD|KONG KAM CHEONG|NG MENG HUI
PROPOSED ADDITIONS AND ALTERATIONS OF EXISTING 2 STOREY TERRACE HOUSE ON LOT 00551N MK 23 AT 3 JALAN MAHIR, SINGAPORE 537805|SEAH ENG SENG , RICHWOOD DESIGN PTE LTD|CHONG KENG WEE|
PROPOSED STEEL RUNWAYS AND COLUMNS FOR 1 UNIT OF 6 TONS OVERHEADCRANE TO AN EXISITNG FACTORY. ON LOT 02328P MK06 AT 350 JALAN BOON LAY|MUHAMMAD KHAIDIR BIN MOHAMED AMIN , MHE-DEMAG (S) PTE LTD|CHEANG JEN BOON|
PROPOSED ERECTION OF A BLOCK OF 12 STOREY RESIDENTIAL FLATS (TOTAL 40 UNITS) WITH A BASEMENT CARPARK, SWIMMING POOL & COMMUNAL FACILITIES ON LOT 00760A & 00762N TS26 AT 3 BALMORAL ROAD (TANGLIN PLANNING AREA)|TEW KOON KIAM , TKT  DEVELOPMENT PTE LTD|CHAN CHEE CHOON|LOOK BOON GEE
PROPOSED ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT BLK 7 TO BLK 11 JALAN RUMAH TINGGI / JALAN BUKIT MERAH (BUKIT MERAH PLANNING AREA) ON LOT 01724K, 01725N & 03755V MK01 AT 11 JALAN BUKIT MERAH, 7 JALAN BUKIT MERAH, 10 JALAN RUMAH TINGGI, 8 JALAN RUMAH TINGGI, 9 JALAN RUMAH TINGGI|Kenneth Siew Tet Wah , Expand Construction Pte Ltd|FOO CHEANG KAM|CHOY KAH KIN
PROPOSED NEW ERECTION OF A TWO STOREY SEMI DETACHED DWELLING HOUSE ON LOT 01017L MK16 AT 40 JALAN GAHARU SINGAPORE 588861|YAW KEE SHEN , FULL YEE RENOVATION & CONSTRUCTION CONTRACTOR|LIM NGEE HUA|LEE CHEE PENG
PROPOSED ERECTION OF 3 STOREY SINGLE USER FACTORY WITH PRODUCTION AREA, MEZZANINE, OFFICE AND ANCILLARY WORKER'S DORMITORY (TOTAL 14 WORKERS) ON LOT 04674M MK 07 AT TUAS SOUTH STREET 10|HO HENG WHYE , SANWAH CONSTRUCTION PTE. LTD.|CHEN YUE FENG|JULIAN JONG MING SIANG
PROPOSED ADDITION AND ALTERATION TO EXISTING SINGLE-USER FACTORY COMPLEX INVOLVING ADDITION OF A CANOPY TO SINGLE-STOREY WORKSHOP ON LOTS 00750X, 01150V, 02613T & 04082M MK06 AT 22 TANJONG KLING ROAD (BOONLAY PLANNING AREA)|WONG SIEW CHONG , QUADUNION BUILDERS PTE. LTD.|CHONG ENG TEIK KENNETH|
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND A SWIMMING POOL ON LOT 3085P MK04 AT  3A KING ALBERT PARK (BUKIT TIMAH PLANNING AREA)|Yap Siok Foon , Straits Dredging (1990) Pte Ltd|KONG KAM CHEONG|ONG TZE BOON
PROPOSED PHASE 13 CONVENTIONAL HOUSING DEVELOPMENT COMPRISING 33 UNITS OF 3-STOREY TERRACE DWELLING HOUSE EACH WITH AN ATTIC ON LOTS 02017C, 02019W, 02021M, 02259W, 02260C, 02341A & 02737P MK 19 AT JALAN ULU SELETAR / SEMBAWANG ROAD (YISHUN PLANNING AREA)|COLIN TAN CHEQUE SUAN , TIONG SENG CONTRACTORS (PTE) LTD|LEE YEE SENG|WONG TOON JIN
PROPOSED ADDITIONS & ALTERATIONS INVOLVING ERECTION OF A SINGLE-STOREY CLEAN ENERGY TESTBED AT EXISTING NANYANG TECHNOLOGICAL UNIVERSITY  ON LOT 0173W, 00174V, 00175P, 00176T, 00177A, 00178K, 00179N, 00180A, 00181K, 00182N, 00183X, 00184L, 00185C, 00186M M|R. Murali , Eng Chin Hang Construction Pte Ltd|VINCENT NG CHIN WEE|GOH SIAN YEW
CONTRACT T209 - PROPOSED DESIGN & CONSTRUCTION OF LENTOR STATION AND CONSTRUCTION OF TUNNELS FOR THOMSON LINE ALONG ANG MO KIO AVENUE 4 ON LOT 03370M, 08807C, 08839M, 08841C, 09090M, 09123K, 10001M, 13557L, 14287T & 16399K MK18 AT ANG MO KIO AVENUE 4|Deng Jian , China Railway No. 5 Engineering Group Co., Ltd., Singapore Branch|POH KONG BENG|
PROPOSED 2 UNITS OF 3-STOREY SEMI-DETACHED HOUSE WITH ATTIC ON LOT 01013T PT MK 22 AT CHARLTON LANE|CHONG KIM GUAN , SYSMA CONSTRUCTION PTE LTD|KONG KAM CHEONG|NG MENG HUI
PROPOSED ERECTION OF  8-STOREY MULTIPLE-USER LIGHT INDUSTRIAL FACTORY DEVELOPMENT (TOTAL 192 FACTORY UNITS AND A TEMPORARY STAFF CANTEEN) (QUEENSTOWN PLANNING AREA) ON LOT 00574N & 00932L MK03 AT PASIR PANJANG ROAD|NG YEK MENG , PROGRESSIVE BUILDERS PTE LTD|Dr Yong Deung Ming,GWEE SIONG MONG|TAN TENG LIP
PROPOSED NEW LIFT (LUP) PROGRAMME TO EXISTING 5 STOREYS MULTI-STOREY CARPARK AT BLOCK 149A ON LOT 02308T MK-31 AT PASIR RIS STREET 13|Mr Low Chan Pang , CHANG HUA CONSTRUCTION PTE LTD|Ms Lee Yen Fong|MR JULIAN JONG MING SIANG
PROPOSED  ERECTION OF A 5 STOREY MIXED DEVELOPMENT WITH AN ATTIC CONSISTING OF EATING ESTABLISHMENT, OFFICE AND RESIDENTIAL ON LOT 99124K TS 11 AT 28 SEAH STREET|LOGES SINNIAH , QXY RESOURCES PTE. LTD.|ER TAN CHARNG CHERNG|MR LEE CHIOW HON
PROPOSED NEW  ERECTION OF A  BLOCK OF 4-STOREY SOCIAL WELFARE COMPLEX ON LOT 10316V MK17 AT LORONG 8 TOA PAYOH( TOA PAYOH PLANNING AREA )|Lee Yiong Wei , Hong Shin Builders Pte Ltd|Harpal Singh S/O Kuldip Singh|HO TZU YIN
PROPOSED ADDITIONS AND ALTERATIONS INVOLVING ERECTION OF A 6-STOREY BLOCK INDOOR SPORTS HALL TO EXISTING CANBERRA PRIMARY SCHOOL ON LOT 05130V MK 13 AT 21 ADMIRALTY DRIVE (SEMBAWANG PLANNING AREA)|TAN TEAM WONG , H P CONSTRUCTION & ENGINEERING PTE LTD|FENG TIAN MING|GOH SIAN YEW
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC, SWIMMING POOL ON LOT 3714N AND PROPOSED NEW ROAD ON LOT 3718M (OLD LOT 2509V PT & 154T PT) MK 2 AT 8A SWETTENHAM ROAD|Choo Siew Boon , Milliard Pte Ltd|Wu Ruixin|TAN HOCK BENG
PROPOSED UPGRADING AND ADDITION & ALTERATION TO EXISTING SCHOOL FOR ST. HILDA'S PRIMARY SCHOOL ON MK28 LOT 6122P AT TAMPINES AVENUE 3 SINGAPORE 529706 (TAMPINES PLANNING AREA) ON LOT 6122P MK28 AT TAMPINES AVENUE 3|Wong Wei Lai , Kuan Aik Hong Construction Pte Ltd|MAH GUAN PANG|RICHARD TIO KHEH AUN
PROPOSED ERECTION OF A 6-STOREY SINGLE-USER GENERAL INDUSTRIAL FACTORY ON LOT 01757X MK 19 AT 45 YISHUN INDUSTRIAL PARK A|Mr Yoichi Kutsuzawa , Nakano Singapore (Pte) Ltd|LIM YAN PING @ LIM YOON KHE|TAN MEOW HWA
PROPOSED ERECTION OF 1 UNIT SINGLE STOREY DETACHED DWELLING HOUSE WITH BASEMENT,SWIMMING POOL AND SINGLE STOREY ANCILLARY GYM AND PAVILION. ON LOT 99020X MK02 AT 37 VICTORIA PARK ROAD|MOK KEE SENG , SUNRAY WOODCRAFT CONSTRUCTION PTE LTD|MR LIM TUAN CHEOW|MR CHAO TSE ANN
PROPOSED DEMOLITION WORK TO THE EXISTING SINGLE STOREY FACTORY / PART 2-STOREY ANCILLARY OFFICE INDUSTRIAL BUILDING ON LOT 1629W MK 31 AT 18 LOYANG CRESCENT|SIEW YEE CHUH , HUA SIAH CONSTRUCTION PTE LTD|NG SOON HUA|
PROPOSED RECONSTRUCTION TO THE EXISTING 1 PAIR OF 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 94975X MUKIM 26 AT NO: 26, FRANKEL AVENUE SINGAPORE 458154 (BEDOK PLANNING AREA)|LEE SI YUAN , BRILLIANT BUILDERS PTE LTD|CHONG KENG WEE|POON CHIP WAH
PROPOSED DEMOLITION OF EXISTING 3-STOREY RESIDENTIAL HOUSE ON LOT 05413K MK22  AT 64 - 80 HILLSIDE DRIVE|GOBI ELANGOVAN , LOH BROTHERS PTE. LTD.|NG BOON HOO|
PROPOSED ERECTION OF A BLOCK OF 10/11-STOREY MULTIPLE-USER COMMERCIAL AND LIGHT INDUSTRIAL BUILDING WITH ONE LEVEL OF BASEMENT (FOR JTC CORPORATION - ADJACENT TO THE EXISTING AVIATION CENTRE) ON LOTS 4342N & 4787K MK 20 - SELETAR AEROSPACE PARK AT WEST CAM|MR HENG GEE FAT , SEMBCORP DESIGN AND CONSTRUCTION PTE LTD|MR ER LEE TUCK CHEONG|MR JEFFREY S ALLAN
PROPOSED RESIDENCE HALL DEVELOPMENT COMPRISING 6 BLOCKS OF 13 STOREY BUILDING TO NANYANG TECHNOLOGICAL UNIVERSITY MK08 ON LOTS 00173W, 00174V, 00175P, 00176T, 00177A, 00178K, 00179N, 00180A, 00181K, 00182N, 00183X, 00184L, 00185C, 00186M & MK09 ON LOTS 000|CHOO SIEW MENG , SINGAPORE PILING & CIVIL ENGINEERING PTE LTD|NG CHEW CHIAT|
PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 98421X MK 18 AT 44 WORTHING ROAD|SHAMSURI BIN MOHAMED , UNIMAX CREATIVE PTE LTD|CHEONG KUANLEONG|QUEK CHOON TECK
PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH A BASEMENT AND ATTIC ON LOT 01861A MK18 AT 93 SEMBAWANG HILLS DRIVE|HU JIAN CHENG , E C BUILDERS PTE LTD|LAU TUNG NGIU|LOOI KAI SENG
PROPOSED NEW ERECTION OF A 3-STOREY DETACHED SINGLE DWELLING HOUSE WITH A  SWIMMING POOL ON MK 01 LOT 98379M AT 11 MERINO CRESCENT, SINGAPORE 149159. (QUEENSTOWN PLANNING AREA) ON LOT 98379M MK01 AT 11 MERINO CRESCENT|CHIA POH KIAT , C + S BUILDERS PTE. LTD.|CHUA CHIN HIANG|KHAIRUDIN SAHAROM
PROPOSED STEEL RUNWAY AND COLUMNS FOR THE 1 UNIT OF 2 TONS OVERHEAD CRANE TO AN EXISTING FACTORY ON MK 09 LOTS 01754V PT & 01733T PT AT NO.3 CLEANTECH LOOP #01-01 CLEANTECH TWO SINGAPORE 637143. AT CLEANTECH LOOP|SOH CHEE SIONG (SU ZHIXIANG) , CIMMERIAN CRANE SERVICES PTE LTD|CHEANG JEN BOON|
PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED HOUSE WITH A BASEMENT AND AN ATTIC ON LOT 98973X MK 18 AT 136 SERANGOON GARDEN WAY, SINGAPORE 556038|LIM KIM MENG , AS-BUILT PTE. LTD.|Wu Ruixin|LIM CHAI HENG
PROPOSED ERECTION OF A 5-STOREY RESIDENTIAL FLATS  (20 UNITS) DEVELOPMENT WITH LAP POOL, COMMUNAL FACILITIES AND BASEMENT CAR PARK ON LOT 03644X MK 26 AT 531 EAST COAST ROAD|ADAJAR ROEL CASTILLO , YING CHENG CONSTRUCTION PTE LTD|OH CHOON CHYE|MIKE LEE TECK FOO
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND A SWIMMING POOL ON LOT 10473A MK17 AT JALAN BAHASA (NOVENA PLANNING AREA)|Ang Chin Wei , DAIYA ENGINEERING & CONSTRUCTION PTE LTD|GOH CHENG CHAI|KO SHIOU HEE
PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED HOUSE WITH BASEMENT, ATTIC AND SWIMMING POOL ON LOT 1074P MK 15 AT 3 GREENWOOD AVENUE, SINGAPORE 289191 (BUKIT TIMAH PLANNING AREA)|THAN SOE AYE , IBUILDERS PTE. LTD.|KEE KAM OON|HAN LOKE KWANG
PROPOSED 3-STOREY NEW EXTENSION BLOCK (110 BEDS) FOR NURSING HOME USE AND PROPOSED ADDITIONS AND ALTERATION TO AN EXISTING 3- STOREY NURSING HOME BLOCK (137 BEDS) ON LOT 99717C, MK 10 AT 72 ELIZABETH DRIVE (BUKIT BATOK PLANNING AREA)|LIM THIAM HOOI , Shanghai Chong Kee Furniture & Construction Pte Ltd|JUNE YAP CHOON HONG|YAP WENG SENG
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING SOXAL GAS PLANT AT EXISTING (WAFER FAB) INDUSTRIAL DEVELOPMENT ON LOT 2481M , 2483V , 2484P, 2485T & 2548L MK29 AT 3 PASIR RIS DRIVE 12|MYO AUNG , SHIANG MAY CONSTRUCTION WORKS (PRIVATE) LIMITED|WEE BOON LIANG|LOKE LEONG SENG
PROPOSED SHELTER TO OUTDOOR REFRESHMENT AREA (ORA) TO EXISTING FAMILY RESTAURANT ON LOT 06678P MK 17 AT BLOCK 262 SERANGOON CENTRAL DRIVE (UNIT #01-91) SINGAPORE 550262|TANG SOO TECK , HILLTOP CONTRACTOR PTE LTD|CHEONG KUAN LEONG|
PROPOSED ERECTION OF 2 BLOCK OF 5-STOREY RESIDENTIAL FLAT WITH ATTIC (TOTAL 58 UNITS), 1ST STOREY CARPARK & SWIMMING POOL ON LOT 01876A, 04791M MK 31 AT JALAN LOYANG BESAR (PASIR RIS PLANNING AREA)|YAP SOO HENG , BUILDTECH CONSTRUCTION PTE. LTD.|SOO YET CHUNG|WONG MENG HENG
PROPOSED ERECTION OF A 3-STOREY SINGLE-USER GENERAL INDUSTRIAL DETACHED FACTORY BUILDING WITH ANCILLARY OFFICE ON LOT 03934LPT MK07 AT TUAS SOUTH AVENUE 2|AYE AYE MAW , BUILDERS HUB PTE. LTD.|GARY NG WEE GIAP|WANG CHUN JYE
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING CONSERVED 4-STOREY BUILDING WITH SHOP ON THE 1ST STOREY AND RESIDENTIAL (TOTAL: 3 UNITS) ON THE 2ND, 3RD AND 4TH STOREY ON LOT 99680L, MK 01 AT 261 OUTRAM ROAD|Ng Kee Beng , STUDIO THREE PTE. LTD.|Wang Khang Neng|TIAH NAN CHYUAN
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING CHINESE HIGH SCHOOL AND HWA CHONG INSTITUTION INVOLVING NEW ERECTION  OF PART 4/6 STOREY STUDENTS ACTIVITES SPORTS COMPLEX COMPRISING 4-STOREY INDOOR SPORTS HALL & SPORTS FACILITIES AND 6-STOREY BLOCK FOR STUDEN ON LOT 02522L, 02524M & 02540C MK02 AT BUKIT TIMAH ROAD|JIANG ZHONGMING , NANJING DADI CONSTRUCTION(GROUP)CO.,LTD.SINGAPORE BRANCH|Kee Ching Guan|ANG SHIUH
PROPOSED ADDITION OF ONE BLOCK OF MULTI-STOREY CARPARK CUM BRANCH OFFICE/ROOF GARDEN & LINKWAYS AT FAJAR ROAD  (BUKIT PANJANG) ON LOT 00656N MK14 AT FAJAR ROAD|NGAN CHEE SOON , HUNAN FENGTIAN CONSTRUCTION GROUP CO., LTD. SINGAPORE BRANCH|GOH CHEE KIONG|LIM KENG YONG
PROPOSED ERECTION OF RESIDENTIAL FLAT DEVELOPMENT COMPRISING OF 3 BLOCKS OF 21 STOREY AND 10 UNITS OF 3 STOREY STRATA SEMI-DETACHED (TOTAL: 445 UNITS) WITH 2 LEVELS OF BASEMENT CARPARK, SWIMMING POOL, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 17575V MK18 AT BRIGHT HILL DRIVE|MR ANG BEE SOON , Unison Construction Pte Ltd|POK MING WEE|MR CHOY MENG YEW
PROPOSED ADDITION AND ALTERATION TO EXISTING SINGLE STOREY OFFICE BUILDING ON LOT 03339T MK 01 AT MACALISTER ROAD (BUKIT MERAH PLANNING AREA).|LIM CHOON WEI ROY , CHIN KIONG CONSTRUCTION & ENGINEERING PTE LTD|WONG KA HOW|SEAH KWEI HIOK
PROPOSED NEW ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC AND A SUNKEN SWIMMING POOL ON LOT 01374N MK 17 AT NO. 48 JALAN SUKACHITA|M.CHANDIRAN , MEGANA PTE LTD|LIM TSUN CHIET|LIM AI TIONG
PROPOSED ADDITIONS AND ALTERATIONS TO THE EXISTING 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 03336K  MK 06 AT NO. 54 CORPORATION RISE SINGAPORE 618368|CHENG YOK KIONG , ADDERO PTE. LTD.|CHOW GEE YEONG|
PROPOSED ERECTION OF A 7-STOREY SINGLE-USER WAREHOUSE WITH ANCILLARY OFFICE DEVELOPMENT (BUSINESS 2) AT PIONEER CRESCENT ON LOT 4417C MK06 AT PIONEER CRESCENT|WONG CHYONG LEE , PNG CONSTRUCTION PTE LTD|FOO SOON KWEE|FRANCIS HWANG HUAT KUONG
PROPOSED EXTENSION TO THE EXISTING OIL/WATER SEPARATOR AND THE UNDERGROUND DRAINAGE PIPE TO THE INFINEUM PLANT WITHIN THE EXISTING OIL REFINERY COMPLEX AT 3 AYER CHAWAN PLACE, SINGAPORE 627870. ON LOT 171T, 172A, 2333W, 2346M, 2347W, 648X, 650N, 662A, 923V & 924P MK34 AT 3 AYER CHAWAN PLACE|WONG CHIN SING , HSL CONSTRUCTOR PTE LTD|AW BOON LEONG|
PROPOSED ERECTION OF 3-STOREY CORNER TERRACE DWELLING HOUSE WITH ATTIC, BASEMENT AND SWIMMING POOL ON LOT 01233W MK22 AT 1137 UPPER SERANGOON ROAD (HOUGANG PLANNING AREA)|CHEW PENG CHUAN , BRICKFORD CONSTRUCTION PTE LTD|HU XIANGBIN|TEH JOO HENG
PROPOSED ERECTION OF A 5-STOREY RESIDENTIAL FLATS (TOTAL: 12 UNITS) WITH AN ATTIC & SWIMMING POOL ON LOT 03160M MK 26 AT 50 LORONG G TELOK KURAU (BEDOK PLANNING AREA)|Ler Tee Yang , BNF SERVICES PTE LTD|KEE CHING GUAN|FONG KIN YEE BRENTON
PROPOSED ERECTION OF 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSEWITH AN ATTIC AT NO. 30 JALAN CHENGAM SINGAPORE 578313. ANG MO KIO PLANNING AREA ON LOT 01725K MK18 AT 30 JALAN CHENGAM|LOW KAH HENG (LIU JIAXING) , EKHL PTE LTD|LEE CHOW KHOON|FREDDIE CHIA HO KHENG
PROPOSED NEW LIFT (LUP) PROGRAMME TO EXISTING 5 STOREYS MULTI-STOREY CARPARK AT BLOCK 736A ON LOT 01450V MK-29 AT PASIR RIS DRIVE 10|Mr Low Chan Pang , CHANG HUA CONSTRUCTION PTE LTD|Mr Wee Boon Liang|MR JULIAN JONG MING SIANG
PROPOSED ADDITION OF STRUCTURAL STEEL FRAMES FOR 4 NOS OF OVERHEAD CRANES TO GROUND FLOOR OF EXISTING SINGLE USER GENERAL FACTORY ON MK 31 LOT 1175P AT NO. 21 LOYANG CRESCENT FOR M/S MESSIER SERVICE ASIA PTE LTD AT 21 LOYANG CRESCENT|Yue Zhen Yi , Pikasa Builders Pte Ltd|TAN HOCK LYE|
PROPOSED 6 BLOCKS OF 17-STOREY EXECUTIVE CONDOMINIUM WITH BASEMENT (TOTAL 378 UNITS) AND COMMUNAL FACILITIES ON LOT 2596W MK21 AT EDGEDALE PLAINS|ER ANG HOOA , KEONG HONG CONSTRUCTION PTE LTD|ZHU DONGQI|NG SANSON
PROPOSED ERECTION OF A 5-STOREY RESIDENTIAL FLATS  (20 UNITS) DEVELOPMENT WITH LAP POOL, COMMUNAL FACILITIES AND BASEMENT CAR PARK ON LOT 03644X MK 26 AT 531 EAST COAST ROAD|ADAJAR ROEL CASTILLO , YING CHENG CONSTRUCTION PTE LTD|SAMUEL KUAN|MIKE LEE TECK FOO
PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING OF 8 BLOCKS OF 15 STOREY RESIDENTIAL UNITS WITH SWIMMING POOL ,ANCILLARY FACILITIES ON LANDSCAPE DECK AND 2 LEVELS OF BASEMENT CAR PARK  (TOTAL 597 UNITS) ON LOT 07271C MK 28 AT TAMPINES STREET 86|LIM TIAM CHEE , CHINA JINGYE ENGINEERING CORPORATION (SINGAPORE BRANCH)|LEE TAT SANG|NG HOE THEONG
PROPOSED NEW ERECTION OF 3-STOREY SPORT HALL ON LOT 173-186 MK08 & LOTS 29, 384-385, 392, 1285-1289 MK09 AT NANYANG CRESCENT FOR NANYANG TECHNOLOGICAL UNIVERSITY|Maria Gemma Yuipco Ignacio , B19 Technologies Pte Ltd|NG DICK YOUNG|KIM WEI KEONG GEORGE
PROPOSED ERECTION OF A 16 STOREY REGIONAL HOSPITAL, 12 STOREY COMMUNITY HOSPITAL AND 8 STOREY SPECIALISTS' OUTPATIENT CLINICS WITH 2 BASEMENT CARPARKS AND ANCILLARY SERVICES AT 1 JURONG EAST STREET 21, SINGAPORE 609606 ON LOT 8852W & 8853V MK05 AT JURONG EAST STREET 21|MOHD NOH BIN RAMAN ,|KEE KAM OON|LIM LIP CHUAN
PROPOSED ERECTION OF 2 NUMBERS COVERED PEDESTRIAN OVERHEAD BRIDGES, 4 NUMBERS COVERED LINKWAYS AND 2 NUMBERS OF BUS SHELTERS AT WOODLANDS ROAD ON LOT 01177C, 02542P, 01017N, 01271T, 01565P, 01566T, 01644N, 01652W & 99859X MK14 AT WOODLANDS ROAD|RINTU CHAKRAVARTHY , LUM CHANG BUILDING CONTRACTOR PTE LTD|LEE TAT SANG|SIMON KONG CHEE CHOON
PROPOSED  ERECTION  OF 42-STOREY RESIDENTIAL APARTMENT BUILDING WITH COMMERCIAL AT 1ST STOREY DEVELOPMENT (TOTAL 167  RESIDENTIAL UNITS, 1 LEVEL OF SHOP & MECHANIZED CAR PARK)WITH  SWIMMING POOL AT 50 ROBINSON ROAD ON LOT 00148N TS02 AT 50 ROBINSON ROAD|MO INN TECK , GA CONSTRUCTION PTE LTD|Samuel Kuan|CHIN HONG OON
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 17-STOREY RESIDENTIAL BUILDING (TOTAL 224 UNITS), 1 BLOCK MULTI STOREY CAR PARK WITH ESS AT BUKIT BATOK WEST AVENUE 4/7 ON LOT 4127W MK10 AT BUKIT BATOK WEST AVENUE 4|TAN WEE KIAT , Teambuild Engineering & Construction Pte Ltd|Yeoh Boon Kang|Goh Sian Yew
PROPOSED ADDITIONS & ALTERATION TO EXISTING 2-STOREY BUILDING WITH PROVISIONS OF ROOF CANOPY AND CRANE AT 1ST STOREY OF THE BUILDING ON LOT 2671M MK 6 NO. 25 KIAN TECK AVENUE|ESTEPA REANTO KASUPANG , TRADESMEN PTE LTD|KOH KOK PENG|
PROPOSED ADDITION OF A ROOF CANOPY OVER EXISTING CARPARK LOTS (FROM GRIDLINE 4B TO R8, RA TO RA2) AT SCHOOL OF PHYSICAL & MATHEMATICAL SCIENCES (SOUTH SPINE) AT NANYANG TECHNOLOGICAL UNIVERSITY MK08 ON LOTS 00173W, 00174V, 00175P, 00176T, 00177A, 00178K, 0|FAN HON YUEN (FAN HANYUAN) , E-PROJECTS CONSTRUCTION PTE LTD|PHANG SIEW KHEONG|CHUNG TEIK KEONG
